ID,Is_Lead
7NFXVESK,0.07084480310005117
EWUWF25N,0.053501828208271485
7QKYPLA8,0.059857017309382296
XQVXWBNO,0.05354387206934309
CNWH4MVA,0.05312643094965276
AFJUJFQD,0.07345013717904773
QKMFDX9H,0.1699292163032896
YYMB5QBY,0.06636513930369968
IRY3SEX7,0.25192776046807064
CUAUZJH8,0.15702207218895137
JYFUYQF5,0.3041820338807452
I4NYEDFE,0.5251587254922038
M3RSPRGQ,0.13999805176207453
JIL3KWQN,0.11821036304406574
X4B5ZBWU,0.15401616738169127
AHYTHHSE,0.053707329307536404
E7EHQEQK,0.34304155968410804
FAMHAVN3,0.8539399530930487
CCGKCTR6,0.06430752300533787
6DTSELRV,0.05856768009671294
LU8X3G6O,0.22529415778167872
NPFDAUJY,0.05281758841560644
DR9PXCFU,0.02450851716167685
SHVZMWBV,0.06669609271096133
8TGXGZHX,0.1908872817167574
IKRSHJFW,0.16758221629014822
TYKRZDCP,0.5061201168911207
9IDA3L7P,0.09061638170525499
ASOWCMDB,0.057545362465240356
KZ5J2JGC,0.8294859698967768
D5UCFKTV,0.05377348199194968
2N8FFP7W,0.04536783780911748
SA36MTFS,0.029286929583812828
8UDMURUH,0.11536508825890712
7VSQV6QN,0.13961780624023348
IFUG9NC5,0.05318181778733811
EQXDLQRG,0.2235845566400076
JAR8YY9J,0.09650792575079216
BS4TAF6M,0.05344014475889717
WQJ9SPT9,0.8219403205124192
7QHT4ON2,0.056405109620469435
FNGPQN7B,0.12694929308248554
DDOMDZRU,0.5221974342386977
QYR9HXHP,0.21443129429689145
S4NGXFXY,0.02496981219594578
NOJ2KSCC,0.8283220672027695
ZD2JRUNB,0.45380622248555613
GZIPTSNN,0.051048975181784195
LCFYUVE9,0.8406467351096133
PPANVU9W,0.05197521807584024
DRPV9STB,0.06936327823068135
AFSPF3WZ,0.9889431038822735
GPXEUNND,0.8531657752813042
NSADMDSM,0.05936248322470791
CKWJU8RQ,0.5086502794872665
F7MNZSSU,0.05220052387237707
BDGVMPZY,0.5188452998442685
IA3MSRTR,0.076858605738274
JD3WTPMG,0.270961889325028
QT6DF6EW,0.8353523075650033
NVDEMCZ2,0.06250358673104178
9B6UTJVT,0.06509359735563638
U6QYES9J,0.024263246270069018
DZQPDSPS,0.14821857288892748
CRGXVSBF,0.8770064455039247
XIHJYS2V,0.6048459004579289
7X2MC5GZ,0.8409363646554417
ZBDVXTM5,0.0537433766587547
UUBQPBR5,0.06939118112297578
CUMZFBTD,0.09447612687493731
E7QXYSQN,0.023758214941408555
6UQAJP48,0.07238005307401993
QHWB768Y,0.05551824979857073
R6RXMXOJ,0.2071880129267737
WXQGZG5K,0.03810733929115882
GCUFKLHG,0.055405405231241794
SJX4372M,0.05384098267560468
VGEAMUZZ,0.0941125947002687
ZWDXVKDF,0.8333490748012192
WGMRCYLR,0.05263957803829876
SI43K5CY,0.09884046649634787
DSNBS2RS,0.1596566485339958
XIMZCKSR,0.3610232948680699
VEW9FXHT,0.021199165163367097
JZJHDDDJ,0.4280374062436758
4TYUR5HA,0.4256843029611014
UHCDFDRX,0.2088508450876678
E5QMOFUM,0.09751772347628969
PSNVWDZH,0.05565449113801605
5IQSWONG,0.06654322471239607
CEAZEPY4,0.9912993656058526
2TNRJXRX,0.024461628159603337
BFROCARA,0.05277973346374966
GRTJMRKM,0.021957765688719676
6EDAM4EU,0.0937976606941814
NRDB58KL,0.05341656601028309
TCPJCWZR,0.03851142554149188
KG8LD2BE,0.03689287036185481
FHZ3XFDV,0.12171044316682078
NZKCSDZ4,0.19945871953778865
6DG6KJG4,0.05357148669293943
BVPKDUNU,0.2874000066249735
APR4PQ6X,0.05057583196223271
HPWS8YFG,0.10206807309354965
VRPBGTPU,0.06222751836131307
XBCSX7G7,0.05351673754818796
KEH3G8UA,0.14591262605796657
WXNAVFLT,0.04587347422876101
8J8NJ7M6,0.10170609888177506
D4UW7Y85,0.05620482185917495
SZRESXN7,0.05316981131584973
UUQSXK5T,0.05509701695095923
GPMUKOVY,0.3854052897822832
6FYOKAZ5,0.1728336856551213
ENUB4N9S,0.18692483997083364
KERBCSGE,0.9919149317151882
7HTA4C6J,0.8363235680103376
4BTVMT6W,0.05388529898752975
MR3J9USD,0.26375764737030366
7S83FNQW,0.6219482596965263
MSOKLC7S,0.025877039948492803
GFMNATHU,0.04177214311126379
NG4ABA6H,0.9414652914463466
3GFHRAQY,0.2619872809144875
BCSGZZPE,0.125415831065476
PQ9MCGZC,0.08522662177964647
K7N596CG,0.06055715145469566
8RUL6JEE,0.06713446006590379
CVOFJRMP,0.06203372225392087
B4FQX4HG,0.0453590255336101
W7HAQKDV,0.06409776249295909
8C5PKJ7G,0.056558114974644864
E4GQJZSQ,0.0533134009190962
UENREGNV,0.8311241599964876
CC4LYHEW,0.8337082959616552
GDKGLTBT,0.06152607110422348
G3ER8CGX,0.055948916719088665
ZG4KT59X,0.026107176625022804
LW93KJMZ,0.4438237156620429
9AR5FBSQ,0.3974241098068708
FHLWDMRV,0.11244099344747796
EON5DCWD,0.9823268985428375
J8UXTMYV,0.23056037748957975
IXBW5HZH,0.05267052661279806
LDHQB458,0.060215944742429056
GNHTIKF3,0.04729693273263696
8NO22KTE,0.024542637018325264
SGJFSSJK,0.1848294563770846
TD8D3NDD,0.05625889360103935
8RQ27JGU,0.8535993616417676
A8GKBMBO,0.8120804235875936
ODVMNUDE,0.5020039540693422
EA5CRL7L,0.05272119794423012
6UI7RPCH,0.23987040267341242
7BJYM94L,0.05167013722245936
X3PZJF7F,0.47988447253237465
YCSSMPV7,0.48343063265838127
4EV9VXL8,0.4169488979529101
IPNJFQTY,0.19403978383189097
XPWNJRJC,0.03565700593701429
3WHNSBRB,0.1901018569034721
U245YKM8,0.051001571980247004
68EFFKBB,0.8452445822248721
NEUII7AB,0.9838009206208336
F7CSLYWT,0.055484095518016856
5EOMOZHG,0.15929625798827685
6CYUTUFN,0.3012924188973306
K7YUC8LF,0.25793208962307884
LSMCXMXA,0.05413461985325532
AALPBPBP,0.05979907182277196
ZPX6VOH2,0.0741792399301816
CDBFWQGM,0.11340339265268007
JUQ76NJV,0.844265279875545
QHE7UULR,0.05193053432621114
JRMNMZJA,0.05077253280424819
GZ4EZZFX,0.1610719104253402
9L9JFIAR,0.5578143877426832
GTOE4RN4,0.17409484800158984
CUYE7ST4,0.30394134212337837
FFM6DHEA,0.8416610774940225
5XUK7XLZ,0.4971256910628725
4HTGJEEZ,0.053128543984159095
RWYBAMRG,0.13824149576844533
RQZGBGGN,0.8448644487022445
ITVSUTU9,0.2574372684579286
6UMDX7NQ,0.42138126355999206
4IVKAFYY,0.5317129371729716
ZKYOSQEU,0.5133501915127949
9JYXIDL4,0.9830253645615692
XNURWQBT,0.05346930750362257
HVNIJFQC,0.052097619425723565
CGGVBJKZ,0.9854367059613875
JO9DV3NY,0.8371690431383674
EYENUQR9,0.3568711279180603
FPU4ZI8H,0.0690268840750412
2MALVTY4,0.10230912169265545
QN4REV7D,0.05482212449211297
27F5ZEQA,0.07315007957120652
MKJUE4K2,0.0930403511308158
4ECWF4DN,0.0543147332715486
KWBJAQMY,0.0532473097861442
3YAW8OEY,0.13360412346427902
ZHHFH7H9,0.8714854113447726
BO2822VM,0.12694630332301687
NQZUPVUA,0.037246239549020496
MUT2PZ7T,0.4235030483870127
2MFKPCPS,0.838167994110739
4RLVOVMJ,0.6081719217296533
JISGN7XF,0.05752883410951498
NNOFHDAC,0.05243089542245286
ODE23CPW,0.023261270156264807
ZNTYNFME,0.25299322729054907
NQM48VKU,0.12110454189335357
DGVBCYY7,0.05268560914687975
9F38NUKC,0.19309084300618548
3Z7KCIZS,0.039768705627044515
ERAX3STD,0.052373579636317405
N9TCDYYG,0.05027646017262041
R4UMWUZK,0.07306176737867312
CPERTJBJ,0.10930357581509782
4XK5BMA9,0.04979850315696913
2PKDM5B2,0.045594835229878186
SW5GTHZN,0.41661385285481056
ATJAEQCJ,0.10396507442886238
NHNXBSFY,0.1668017876320867
NRGYTYZJ,0.04591295736605945
UZNABWAT,0.05478907295450959
CVP3VZN5,0.06893424086150345
JEAYZXKC,0.0543000367087282
87LFEVTZ,0.2978818762550052
N7ZEJ2CQ,0.05432209630051006
AQT3ADAP,0.059266868584366514
WC8ROKF8,0.05273151914018939
D9HWEXEV,0.07868616959424846
MMHWGZCN,0.06291384312256851
YKCAQFHU,0.2521760512871407
NDPFBA9X,0.39246129920370193
3T6C7AEA,0.20204382083995479
GZWB38J9,0.04121759240071883
OFTXYNYQ,0.05488921478667155
QYZQIXBJ,0.44895935749246146
N7PJT5HO,0.05911784179744252
JP2PNX9X,0.18531915484122757
N3FUZDIH,0.0549497597583084
UXKAVBLS,0.023800349393141358
G24JWDKS,0.041279455428998385
HQOKKQVX,0.1584657759861845
HTXFVZZG,0.05813669204116132
3TJKVA4J,0.050035777022232795
CRGS7FPX,0.045486480496551684
BTRJTMR3,0.09471519742660164
ERLPQML7,0.022381068507032434
9FDFXYAW,0.46237306447372334
MEEKFDZZ,0.05302384072473033
ZGY8ETLW,0.20797153604984436
AXVUJHT9,0.0452765213136632
35ILRW7D,0.4490436425942872
DR2U5JQX,0.06815489433496787
WHZ7CEY6,0.23325791615563843
UCPMS2KF,0.054057333059142926
HB6MJHDN,0.25178512849231394
7NWFPJ2X,0.13069052533980868
4QXD6K4K,0.18627198538697376
D6H3RTAZ,0.1093858741388767
L67WSXUY,0.08126589742695595
IXHVY78L,0.06476262498951259
H6KE88O6,0.3501097330511108
EAPKN7G8,0.9913866092647243
GQXJSFJE,0.17489253422924494
BVHSRABV,0.05807237373665997
DUY76GFX,0.12603669809518428
O7H9KPSD,0.3897461351340355
6EDBA5AN,0.07981712815227163
V24CAXFM,0.06713480154623142
SERPSAWP,0.02814489646676291
H47QYY5K,0.06289070703779912
5TYQNFPE,0.33894847362871927
HGDB7KMR,0.48674616674380566
DWH8Q2S3,0.2212325565425599
USNBQZAK,0.05264286402872709
I89VR4AB,0.0696884949841071
ATZVVXWJ,0.4788015602983908
HOKP6ZTS,0.07113570921449835
ZDKT2SSW,0.05617157462417976
DK5HJYQE,0.04337830425210269
ABKW7FGW,0.10087617976314839
BCSW3W7T,0.052626886313009366
6T4VNEWD,0.6040522046637309
XBALBNYB,0.3413634864250835
NWMJR3W5,0.05377904019668697
Q5BJ4ULE,0.05366215194849917
DOFSPEWD,0.8354995353788661
ANX8FUBJ,0.05357198893544157
KPR67SVO,0.023312762055279344
44EV7IJE,0.052074806253192364
VZEK4IOK,0.44371766878958463
CZMKWRQN,0.05500307989963195
VGQUQLXT,0.18443681948501206
MS6GASNJ,0.03523575230704531
4ENG9TKV,0.832482326408121
UHRRWLGR,0.06248091742749474
APFSHZYP,0.053929294079604645
M7MURWXC,0.449538396667179
3EOATQBT,0.0547190296791659
MDZG7EZX,0.0559094906746118
QZ6LSSTB,0.06526516703770906
Y7EEZYYS,0.8753239241546928
RYKLU6HL,0.0566536280270202
CWQ8OAQ8,0.05808479231234856
WSFUNE28,0.8433827033132033
9PFQKPRB,0.05203574021135367
MCLXWKBC,0.0501912412830952
NWDXDZEN,0.28797240723823647
EBLDBRDR,0.16175084040396104
CJRW5JYT,0.268214780891574
CMMKRNUZ,0.16016542730079936
EATPTPY3,0.05426663365720899
J5AGUF6Q,0.0709039835928479
8WYO2BBG,0.3201128429074671
9EPXIMZB,0.05051333903835442
UZERUG9W,0.08247218248537541
QEQ79QUC,0.06835487960775706
ZNHVE7QZ,0.12282452674455749
PU3J43GY,0.8403987162090795
HWDBXAUK,0.051886536440645795
W74BHIAD,0.07202497140675623
MGLDAPOA,0.05328515173994333
BYFCPDX5,0.10373348179548551
S2QDUDEJ,0.9797287657513212
HBYRWBWL,0.021727330821360413
8CIAWHWZ,0.8475598414882929
ZFYFFXT5,0.08750205299657449
UGIADHRB,0.15497722877580977
JDDGRBSU,0.22653589195067225
NBS2LTYW,0.31161736363615533
DBKM3FRW,0.119361266276273
GLBHRXKB,0.05264436759393787
9WDPTNCN,0.023645413659701235
NVVVFQ9U,0.8486943880256588
6AT635HW,0.12739570380204995
HPHDI6NN,0.04885736957020026
CPNAGJ95,0.0520942088453097
FY6AFNCK,0.9824334381763129
KWQAVZOE,0.8576905526169833
HGBDE3LM,0.43857200877779434
SYKEB6EV,0.06044398178544672
9BROJWWS,0.41945929540622207
CG8DGVAV,0.2051989623237118
H7MT8CNK,0.06446920267271569
GJVVWNKN,0.8301776565024118
FXWTMJDG,0.1004910797607953
OSNGFACM,0.0687503916365123
PBFT55CF,0.9790283810636171
4P8GFHSL,0.039801199310975414
9ZZ4F4XF,0.47162985038827443
CN4YERMU,0.8291157376249618
8TUDLTWK,0.15935182153261057
USFZPY7Z,0.024236673939663396
VBJXREA8,0.038915193007377114
9LBNXHQ2,0.13298569235365418
PY6HCDWF,0.0524257507279479
9VJMJR6X,0.06692167647691168
4GAEJIQO,0.042761584158391375
F34SD6YQ,0.06614666308272302
HZ3BZVH6,0.15848105276553537
9WVBAWEY,0.20417761339457957
BPNYRSEH,0.05417852078690741
7OGHEHO3,0.18201487695440327
LRJZMHFT,0.05328327248513176
PCHQW72T,0.4408649096962763
BFJQGRFT,0.38499449642752515
UVJ6UYBF,0.10574052144151852
LRVO7MCH,0.23499273810462384
EAOF4EYO,0.8083836191412821
5HPCBEQQ,0.8568442541686223
8FJBKABE,0.056157548663799
27J5UDAU,0.039570960113856635
4MAT9RSM,0.8660472527161753
SBDGZSY9,0.8545368176643158
HPYN9M2Z,0.054964332327412595
G7D2BESM,0.8056214703864948
TWN7YQPN,0.055851352579257024
BJRGMNFZ,0.16012285143790578
9HFPJV3S,0.06824549447745457
6WKJAUAG,0.05208504461145169
BZUANVCU,0.18295932604546006
NYWLDSFZ,0.8580404332908478
LTW8JGAZ,0.055379719161166005
IMDQJUTW,0.06382514653034936
AVHZRCH8,0.23882335337752753
LTSDWAVT,0.05418552493397728
9WVKLADB,0.4727855200131824
GXDSQJS2,0.03969467447884441
4IHXKUNA,0.36731967993587855
BTYDUQPC,0.05599339400579135
BKCNFM72,0.12323343651837373
UMVSSZ9N,0.06805355841393863
N2STVKOI,0.05388481528610785
ZZJQB3EY,0.4693332445180496
FZJK9GH7,0.06903036461990875
NTIWWNVB,0.053038309684636645
NBCRWUBE,0.1881899642968681
UBPYOBYG,0.08002131185380809
K8RKMGVW,0.6545217107072276
HFTH3NC2,0.04081203828340363
759LCPDE,0.17770701419974227
DYKME2AY,0.8403073042387308
VZHURNZD,0.021483611363846515
EAJJBYHU,0.34651144677086265
T97TKZNT,0.4747906883763774
IXOEQ2YD,0.8704194806524224
BWKXTBCF,0.05990817904446415
DNKPRVB3,0.2518599783415766
JQCF2PXG,0.0542417678438631
GIABLCP4,0.05349259766718219
FDIC7S35,0.5898295468639707
5RTNFJEV,0.024729989774037498
OBZ4CU77,0.06132189226957452
XMVX6WEB,0.15337367090914755
MHARJGPA,0.05580681728268026
2QI5GPDU,0.5056269761702792
AE2NBAJ3,0.021783093386697823
MDLANJZG,0.024203165685907427
7TAP99MA,0.20304967921004646
A6AMKR2Z,0.24405190441294106
DX69CFXV,0.06159810356897569
HKCKEKV4,0.2370688019295981
CBNWXPJJ,0.3070391884040916
Z3SJXFCA,0.08868836951291859
RHTCABWR,0.9180154404324994
ILGMVREG,0.2503305719229958
BZK32SSP,0.05403906127101838
25RR4UGE,0.054630251766339434
9ZQFVNWY,0.10692637337961762
FFSTFCAA,0.08020837962144933
MBEDAX9Z,0.07673810495751535
IYERPTUY,0.09965342837850377
SBNMNBJE,0.023279909903124694
CPWDDHBP,0.41682454756489307
EN5EXSVB,0.04836000589794692
EFT7687S,0.07156780553782567
DUPIVFIW,0.056201679681959604
HTVBHNFH,0.055015611861870775
GFTV6AXH,0.053628735100518334
NTNK2ZYN,0.05588286873410795
NZ2MDLPM,0.17785564457599568
UU4ECFQ5,0.8620996051698071
FFWGNGVJ,0.05162607997456842
JDQIBLRI,0.05449364011833622
ZAWUVVWA,0.054005667506796584
FC24V4XD,0.18978306138194717
EKTZZYA2,0.07506887850682964
RVRMHDD8,0.05039046971459052
3RASGR5Y,0.1701149953276478
QRBESHHG,0.052254531716598523
MXYLFHSV,0.06691780742120228
TY85POPR,0.11820416777051451
BHXO9INE,0.052590423901104355
S2RKLYZH,0.4338192105900163
98GUQS9R,0.4394997121758646
6VD8FK4Y,0.05325229339222607
FMUHBZHQ,0.055055127053112836
IHQY3US8,0.8390157086798172
VDSNW6DR,0.08830538238795885
JF8E8TCY,0.1637863761328258
EKVBDN5B,0.1620131598173139
LJOYHFHT,0.05001899817479799
8WBDXKKG,0.4397126569763462
LNAASJ6O,0.05538394677145768
HGTW39J8,0.07562439842563623
AMYH3YSJ,0.1025617046951465
QZRPEWE6,0.05142070698375121
9RBSJHBJ,0.29747335083215587
EFZ3ADG9,0.054325596125797196
CMQX6K9J,0.20460982497398833
DBVXEJCR,0.05463441478616639
PLYKWBFR,0.05259063581318548
7QNURUDE,0.061180142512761146
M8TD2YPV,0.2529784196896148
JVJZVKUJ,0.8335073761175827
XVUVCSM8,0.5090334187186141
C9CMNJEH,0.18639363845408752
IQLV6HTY,0.08604802696043841
ELG7YZUM,0.05173447868773927
PU9KWVOH,0.5154335152008259
HAYJGRRV,0.04957111475625502
KBKUHSLA,0.08805544932460929
USL6KBDY,0.04401960658087068
ZGLCSKTI,0.0654869778514906
9JQWNRGA,0.10479181682963289
EBVUVT88,0.05512438148867245
9ZU5GNSK,0.18553656587543527
EC7NIRSV,0.05619356096748655
JJ23TDTX,0.07897813249740918
IZWY5RYD,0.10630956216810308
TSYCNH93,0.0527627219669229
QSY6Q77W,0.1935567222925538
TOBSGQ3J,0.2251571859159756
FKGE6YRE,0.47193242438318855
MGAYPPJE,0.05309970969628414
IJRFUH6V,0.1595945880999465
KX9Y3LCV,0.055085794553890885
2ZDDJYHE,0.8420569074197425
NBMLMYQE,0.05618721967379038
E8XWCECR,0.22148246490351042
5FP4HKBU,0.10736308112604659
FUKFFD3F,0.255494306322375
8BDSMQUY,0.042489501547900696
39T7KUFC,0.0624789693692572
HZSPWI2U,0.4928163624852351
LEJJKOWC,0.05059185984359471
DR5F2HVS,0.8435669688244305
BJA5TRWJ,0.28217521828087255
NCVH9WFE,0.09886446022745744
ME3XYUC5,0.822685509637201
VLCHSDHG,0.064621744990942
59CV3HQQ,0.16832545634150822
JTAEBBQM,0.0454635660273632
OBHDYLE2,0.19774647143700452
EUEGA65T,0.0510698842064778
MO9XWHWE,0.14804151187854558
K3JSVGHE,0.053515602253735854
JFHAQZQM,0.06361548162927547
22IQJE4I,0.8318129316858749
F57YH86H,0.06486316875048034
BPNYWIPI,0.05586951601248004
FJB78783,0.09862650805025097
DIVE6ZUL,0.07298142403483937
YACVPC9M,0.2717252504745332
A3FM9UVE,0.055312308539904396
9NE6ZC2Q,0.09972233564059016
4NHTDBJN,0.09201887464539316
3FH863BT,0.023312431125603283
3UBBVIGN,0.36412742881227034
NNP9TLV2,0.4366672535435162
SA7VUUTE,0.04268387428863576
ROG7ONJG,0.46049822558140097
ICEBXJHF,0.09188778523236135
HFTYHFAZ,0.06436628781129264
EC5IQBEK,0.05718323188979958
VQPXGNJV,0.041512924813762064
BNE8WOYV,0.8456428885047702
MKEXSYJN,0.05885950807561578
B2MY2KQE,0.13589922903013077
GZVND3WE,0.3992269935121495
JZ8ASRBZ,0.9757953886433549
UMQWVVHH,0.8450987160482126
MDGISGP7,0.043780646223649064
JMVHKVGP,0.04185692679724799
G5GPWASE,0.48707088151960093
A9H3PMBD,0.05401842790498796
DKEMLQCU,0.8363702572758024
VVPNRFRF,0.909266995446343
AVIBMJNL,0.2187725287374003
3FNEIWTQ,0.05213883759557224
WMQIVFIH,0.08103529102971277
GUSEEXX5,0.28323039920083626
HZBZ7QMH,0.05294121956590357
KMTZWEXS,0.029454425348314037
62AXBXBL,0.089365575803377
FW6GESXM,0.0419471417315975
A67RATVB,0.05215127017559887
HUWJHKEG,0.05351181413953611
KCHF33KH,0.18575636259080444
CJUKTB4B,0.07399695890256289
FA8NWHGK,0.0731935908563264
6UZE4NSH,0.8256624229158901
4UUZBMXW,0.18908670464367894
QMRXRYDB,0.038129523054413264
M3A5BVAC,0.9044742924377434
II63YKTB,0.06826714407373624
4OYB27TY,0.23612764393671198
IEN9X6H8,0.08728560790274674
U9VVATUM,0.2121876904594194
SFOYCMRR,0.5130998959575405
O7WYJHA5,0.2751966332575593
STEKRYHT,0.02100031647190395
QSX9J6OF,0.28018918993699593
EVT46GYN,0.038917843783503145
IQHUPR8Z,0.07223950428613471
98WUTF8M,0.023482228500898355
5JUSHPUM,0.054996297241451886
9FMK8FZU,0.05230805725925472
WPWW4JUN,0.5301348885473072
8QUXAAHS,0.09733597451602417
EU8RGIP7,0.0631473065621174
BFT7ZJQO,0.05558889109703413
4EQAO8W3,0.8665994492373962
F3RWQSVQ,0.19744776886331933
FUA3S84W,0.05577029073438931
G9WITTNH,0.06055285021520877
TE4CM6N8,0.9900348200270472
L93TY7Q6,0.027296137333204948
MK46HOFS,0.24975917374251808
NSUSAJ7C,0.03537583347133012
ZQXJP6PH,0.13007613566622453
YX6PNVKN,0.054113929786984274
7V7IJDSU,0.25551163704653124
BSDHE7F2,0.313715220676299
DV5EXZEZ,0.7930775026613328
VDKS85PW,0.3915494063290283
4W48SFHV,0.4447947246989869
ANGVCUXZ,0.05408545724011789
IOST7D8C,0.5508282149641746
HAQAECZX,0.035847747412484796
GAB49KQU,0.8161076180087765
GEBCXWCU,0.07834465037914709
JPT2DAGQ,0.5078896760736112
RXYEGKFP,0.5791027973564256
4R6HCRNW,0.05284150421437178
MWRTSE9B,0.06263798596771465
JAC7FJCA,0.4682761517836318
5DCT43QX,0.026595725769548655
GFZMAKDD,0.05652897265711457
8WVWSZNF,0.06400064305459904
